,content,scenery_name,score,send_time,user_name
0,公园位于江北区，面积非常大，在重庆主城仅次于中央大公园。园内制高点海拔418米，登临山顶鸿恩阁观景台，可览江北区、渝北区、沙坪坝区、渝中区、北部新区胜景,鸿恩寺森林公园,5,,飞翔大鸟
0,江北西边的绿色带，还不错，欢迎欢迎,鸿恩寺森林公园,3,,ckgjbLj
0,空气清新，地势特别高！花草树木丛生。,鸿恩寺森林公园,5,,生活就要多姿多彩
0,鸿恩寺公园很大 环境优美 空气清新,鸿恩寺森林公园,5,,E17****129
0,景色宜人！动感十足！看到草坪和步道，活力满满！,鸿恩寺森林公园,5,,qingqing11
0,千厮门大桥绝对值得去观赏，没门票，性价比很高。站桥上你能居高欣赏壮观的洪崖洞，还能观赏两江风光，过桥就是江北嘴音乐厅和重庆科技馆，还有中央公园 。,千厮门大桥,5,2019-03-02,得土安
0,千厮门大桥是游客来了必须去看看的地方，桥上看两边的夜景超级迷人，洪崖洞民俗风貌区也是非常有特色，真的像极了千与千寻里面的画面，很迷人很漂亮,千厮门大桥,5,2019-01-27,M22****5669
0,看傍晚和夜晚时的千厮门大桥，南穿渝中区洪崖洞旁沧白路，跨嘉陵江，北接江北区江北城大街南路，桥的两边分别是洪崖洞和重庆大剧院；梭形桥塔，斜拉索，大桥秀美的外形倒影在嘉陵江晃动中。,千厮门大桥,5,2019-01-17,不在意终点
0,在重庆嘉陵江和长江上拥有好几座大桥，都很壮观雄伟，但数最好风景的，当属千厮门大桥了。他北接大剧院，南连洪崖洞，西望黄花园，东瞰朝天门，集时尚建筑、古典楼群、青绿碧水、两江汇流景致于一身，走在大桥的人行道上便可一览。当然，大桥本身红色横钢架与白色拉索塔鲜明的色彩对比，亦很有个性，引人入胜。,千厮门大桥,5,2018-12-27,广州丁满
0,灯火辉煌的千厮门大桥原来还是个重庆打卡地点，第一张是在洪崖洞11楼拍的，第三张则是借的民宿的阳台。这座上面跑汽车下面跑地铁的大桥，也是坐地铁拍洪崖洞的良好地点，因为地铁开的很慢哈。,千厮门大桥,5,2018-12-24,攒钱出去浪
0,千厮门大桥桥长720M，起于重庆市渝中区，在洪崖洞旁跨越嘉陵江到达江北区江北城，并在渝中半岛通过连接隧道与东水门长江大桥北岸桥台相接。 桥面通车，桥下是飞驰的列车，为跨江公路和轨道交通两用桥。在洪崖洞是最佳观景点。,千厮门大桥,5,2018-12-07,Yannis_Yip
0,千厮门大桥最适合的  就是洪崖洞  站在这个桥上看洪崖洞的夜景是超级好看的 推荐一定要去千厮门大桥看  也可以在那个洪崖洞的底部看全景  看千厮门大桥也挺好看的,千厮门大桥,5,2018-11-08,共清欢^_^
0,2.千厮门大桥跟洪崖洞是邻居的就是千厮门大桥了，同样作为重庆的地标性建筑，颜值还是在线的。来个全方位的照片展示这座轻轨路面两用桥。作为被民众评为一座最适合步行的大桥 ，晚上在桥上欣赏两岸风景可是极好的。夜晚来临之际，两岸灯火交融，可以说是很美很美很美了。它的身后，就是刚刚提到的洪崖洞本洞啦。看过《从你的全世界路过》电影的同志们应该对千厮门大桥和洪崖洞的合影很熟悉。拍摄手法：从千...,千厮门大桥,0,2018-11-06,苏掌柜的旅行日记
0,千厮门大桥位于重庆主城朝天门旁边，桥下就是网红景点洪崖洞，而桥上也是观赏洪崖洞景区最好的位置，同时在桥上还能观赏重庆嘉陵江和长江的两江交汇，观赏两江岸边的城市建筑，千厮门大桥本身也很有特色，除了公路和人行，桥上还通过轨道交通六号线，真是重庆城市景观集大成的地方。,千厮门大桥,4,2018-11-04,蛉啊子
0,夜游两江，坐在船上两岸霓虹闪烁，很炫目，船从千厮门大桥下通过，桥上的火车，桥下的船，岸上的洪崖洞，相应成辉，太美了,千厮门大桥,5,2018-11-02,M17****153
0,继续坐一号线到大学城，一路溜达到川美有名的——罗中立美术馆身份证预约参观，免费，但是禁止带任何液体进入门口的墙上，搁满了各式各样的饮料瓶……,罗中立美术馆,4,2022-06-15,我才八百斤
0,八月份闭馆，看到的就先别去了，我现在就在这里，不能打卡，很难受。,罗中立美术馆,5,,Karma7
0,比较安静，人不多，适合拍照，可以进去看展览,罗中立美术馆,5,,M25****6106
0,美术展览馆外面的墙壁颜色很好看很有个性   它的后山风景优美绿树成荫 展览馆里学生们的作品很棒，有他们自己的想法 大力惟荐😁😁😁,罗中立美术馆,5,,M58****294
0,太棒了，太有文化气息了，比想象还好。,罗中立美术馆,5,,M10****526
0,环境不错，有个性，值得推荐，好评,罗中立美术馆,5,,波澜不惊123456
0,建筑特别，外墙满饰彩色瓷片，五彩斑斓的图案很适合打卡拍照，里面的展品展出每次去会有变化，前次是第十三届中国美术大赛作品,罗中立美术馆,5,,wangdn
0,也被称为罗中立美术馆。但是美术馆本身也很美，本身也很上照。,罗中立美术馆,4,,彬彬有礼彬彬
0,四川美术学院的美术馆，也被称为罗中立美术馆。但是美术馆本身也很美，本身也很上照。美术馆旁边直接有个小山坡。据说进去就是川美大学城校区。,罗中立美术馆,5,,tir****u023
0,四川美术学院罗中立美术馆非常值得去看！不要门票！交通方便！加上在川美的校园风光，非常美丽，毎逢节假日，有很多人去参观，很不错的！,罗中立美术馆,5,,Hjw5311
0,父亲那副画真心不错，功底没得说！,罗中立美术馆,5,,谈笑6688
0,适合文艺青年，喜欢艺术的朋友一定要抽时间去看看,罗中立美术馆,5,,m33****5729
0,美术馆外观不错，围绕外墙拍照的年轻人很多，进馆参观的不及在外面拍照人数的十分之一，进去才发现原来里面馆藏作品很少，而且多数作品很一般，罗中立的作品仅有一小幅纸上草稿，过分的是馆内没有任何对观众的服务，本意专门为看画去的，感觉白跑了那么远,罗中立美术馆,3,,wangdn
0,嗯，视觉享受，不一样的地方，不一样的感情,罗中立美术馆,5,,权丫丫
0,藏品特别的丰富，️深度，️内涵！,罗中立美术馆,5,,我的杨🌞
0,继续坐一号线到大学城，一路溜达到川美有名的——罗中立美术馆身份证预约参观，免费，但是禁止带任何液体进入门口的墙上，搁满了各式各样的饮料瓶……,罗中立美术馆,4,2022-06-15,我才八百斤
0,八月份闭馆，看到的就先别去了，我现在就在这里，不能打卡，很难受。,罗中立美术馆,5,,Karma7
0,比较安静，人不多，适合拍照，可以进去看展览,罗中立美术馆,5,,M25****6106
0,美术展览馆外面的墙壁颜色很好看很有个性   它的后山风景优美绿树成荫 展览馆里学生们的作品很棒，有他们自己的想法 大力惟荐😁😁😁,罗中立美术馆,5,,M58****294
0,太棒了，太有文化气息了，比想象还好。,罗中立美术馆,5,,M10****526
0,环境不错，有个性，值得推荐，好评,罗中立美术馆,5,,波澜不惊123456
0,建筑特别，外墙满饰彩色瓷片，五彩斑斓的图案很适合打卡拍照，里面的展品展出每次去会有变化，前次是第十三届中国美术大赛作品,罗中立美术馆,5,,wangdn
0,也被称为罗中立美术馆。但是美术馆本身也很美，本身也很上照。,罗中立美术馆,4,,彬彬有礼彬彬
0,四川美术学院的美术馆，也被称为罗中立美术馆。但是美术馆本身也很美，本身也很上照。美术馆旁边直接有个小山坡。据说进去就是川美大学城校区。,罗中立美术馆,5,,tir****u023
0,四川美术学院罗中立美术馆非常值得去看！不要门票！交通方便！加上在川美的校园风光，非常美丽，毎逢节假日，有很多人去参观，很不错的！,罗中立美术馆,5,,Hjw5311
0,在去哪儿上看了很多武隆天坑地缝的行程，最后选择了这家。对比了其他的包车+门票的价格，这家性价比最高。预定前也咨询了客服，客服服务解答非常仔细，下订单后也非常及时为我们核实出游行程，全程纯玩无其它隐性费用及没有进任何购物店，第二天司机师傅也特别热情，整体体验非常棒。,乌江画廊,0,2021-06-11,斌麻
0,非常棒的一次出行安排，第一次来重庆玩，直接在去哪儿上面定了，本来以为和平时一日游的旅行团一样的平常无奇，但是这次的一日游真的颠覆了我的认知，首先司机杨师傅在头一天晚上认真的和我确认了出行时间，以及确认是否有一些优惠票政策，第二天早上准时来接我们，全程纯玩服务非常到位，点赞。,乌江画廊,0,2021-06-11,iczb1005
0,本次旅行特别满意，天坑地缝风景漂亮，霍导年轻漂亮，服务热情，景点介绍也很不错，对团里年长老人特别关心，非常有爱心，团餐丰富管饱，全程没有其它隐性消费项目。,乌江画廊,0,2021-06-09,去哪儿用户
0,行程安排合理，讲解细致，霍导人美性格直爽，带团过程中非常负责，对重庆旅游的印象一下子提升了好几个档次，下次有机会再来。,乌江画廊,0,2021-06-09,rznt0333多多
0,我们的6人VIP小包团还真的不错，游览时间不受约束，司机杨胜利服务周到。龚滩古镇，乌江画廊，蚩尤九黎城都是值得一游的，不虚此行。,乌江画廊,0,2021-05-29,CMJ7171
0,天坑地缝风景不错，值了。司机师傅服务贴心周到，一次愉快的旅行。,乌江画廊,0,2021-05-25,去哪儿用户
0,我觉得还是很好的，导游小姐姐“小霍”很给力，一路上大家嘻嘻哈哈。有说有笑的！来重庆不到天坑地缝真就白来了！航空舱座位很舒服，价钱很合理，午餐吃的也还行！早上7点出发。下午4点多完事儿，时间充裕！,乌江画廊,0,2021-05-14,SwanGuo
0,坐船不需要买龚滩古镇的门票！！！下船后，走上去就行了。结果在船上被忽悠着买了古镇的票，但是乌江画廊真的很美，值得一去,乌江画廊,0,2021-05-04,qoqa0892
0,师傅服务很好 景色很好 值得一来,乌江画廊,0,2021-05-01,century9401
0,司机师傅很负责，也会帮我们安排时间，很热情,乌江画廊,0,2021-04-30,tfis3050
0,朝天门码头应该是大家来重庆的必游之地，这里是跑男的拍摄地之一。晚上如果做游船游览也是非常惬意的事情。这里的夜景是非常漂亮的。看了很多游记，白天拍摄的朝天门更具胶片味，而晚上的朝天门确实极具现代感。夜景堪比上海浦东,朝天门广场,0,2015-09-15,去哪儿用户
0,在朝天门码头坐船，夜幕降临，万家灯火璀璨流光溢彩，江两岸的高楼大厦让我看到了西南“香港”的繁荣。邮轮缓缓驶离码头，万家居民灯火为背景，层见迭出，江中灯火的倒影构成一片错落有致，远近互衬的灯的海洋,朝天门广场,0,2014-12-23,去哪儿用户
0,#写点评拿旅行基金#重庆朝天门位于重庆市渝中区渝中半岛的嘉陵江与长江交汇处，是重庆以前的十七座古城门之一!,朝天门广场,5,2019-06-30,旅在行路
0,重庆来福士是一个集住宅、办公楼、商场、服务公寓、酒店、餐饮会所为一体的城市综合体。它整合了陆地和水运的各种公共交通设施，设置了地下停车场、地铁站、公交中转站、码头和游客中心。来福士商场里的设施和品牌种类之多，牌子之广。公交在商场一楼，地铁入口是在三楼，如果不看指示牌，很难找到。朝天门去的当天，赶上了修缮，整个广场都被围挡围了起来，导致无法拍到完整的来福士全景。从朝天门往下...,朝天门广场,3,2021-11-01,海魅
0,重庆朝天门广场朝天门位于重庆市渝中区渝中半岛的嘉陵江与长江交汇处，朝天门广场可以清晰的看到嘉陵江和长江的汇流。重庆朝天门广场重庆朝天门广场在朝天门广场可以下到朝天门2号码头，坐轮渡到对岸的弹子石码头重庆朝天门码头坐船到对岸去重庆朝天门码头在船上可以清晰的看到嘉陵江和长江汇流，左边是嘉陵江；右边是长江，嘉陵江要比长江混浊一些。重庆朝天门码头重庆朝天门码头这里的轮渡是交通工具，并不...,朝天门广场,0,2021-10-25,飘渺瑞云
0,新地标朝天门码头两江交汇,朝天门广场,5,2020-11-14,sanmeib
0,层峦叠嶂有没有点盗梦空间的意思和酒店老板小姐姐打听好路线，开始出发第一站 朝天门为什么去这里呢？之前看网上搜攻略说朝天门是嘉陵江与长江交汇处，长江江水是浑黄的，嘉陵江江水是碧绿的跟着导航左转右转走到朝天门。。。嗯。。。不知道是我的角度不对还是什么的，根本没看出来两江交汇的场景，都是清一色的浑黄水,朝天门广场,2,2020-09-03,HertzBridge
0,司机大哥分享了很多关于重庆的故事给我们听，而且一路上无微不至的照顾，我和闺蜜都玩的很开心，没有像普通旅行团那样去一些人多到爆又无聊的景区，他家行程轻松愉快，100分，推荐推荐！,朝天门广场,0,2020-06-30,ojch7983
0,重庆朝天门位于重庆市渝中区渝中半岛的嘉陵江与长江交汇处，是重庆以前的十七座古城门之一。以前是一个重要的码头，南宋时期宋朝定都临安（杭州），那时有圣旨传来是经长江到达朝天门，所以才有了朝天门这个名字。现在已经盖上了来幅土大楼。,朝天门广场,3,2020-06-14,旅途—_
0,非常热闹的地方，也是重庆地标性的建筑，大部分来重庆旅游的人都会来这里打卡，感觉还是一个很值得去看的地方，感受一下重庆的历史,朝天门广场,4,2020-05-28,selma1982
0,好吧，我一个重庆人也来耍一哈，也曾经在这个地方的坡上住过，也在这个地方的坡下住过，曾经从这里过路无数次，如今整个网红出来，吃的耍的都是经营者千挑万选出来的特色店铺，太有才了。,二厂文创公园,3,2019-10-14,怀念大鱼大肉
0,千万不要来，神坑!从李子坝下车，辛辛苦苦绕了整个一圈，爬好久山路，里面全部都是单独收费，以为会有艺术气息，结果全是参观,二厂文创公园,1,2019-10-11,小方块游遍全世界
0,重庆二厂文创公园，相当于北京的798艺术区，但是规模要小很多。天气不错的时候可以看到江边的景色。文创小店还是比较有特色的。,二厂文创公园,3,2019-10-09,笑着流泪
0,"上图为大家提供一个 重庆 的旅游景点;原本计划最后一天上午半天是准备去山 城步 道;感觉脚实在要废了,果断放弃了;为了不耽误下午13:30的动车票,我们只敢选渝中区的景点;就近玩一下;最后在网上筛选了一下,选了贰厂文创公园;坐轻轨到李子坝下车;导航是还有500多米到贰厂文创公园,附近还又个鹅岭公园;简直不能相信导航,找半天,都不知道是哪条道;最后还是问旁边饭店阿姨;给我们指了一条道,感觉是往别人家里走的...",二厂文创公园,0,2019-10-07,蓝莲金锦
0,重庆文艺打卡地，离李子坝不远，但要走好久好久，需要上一个坡，关键是最后还要上坡，楼梯走的有些累。 整体是一个文化园区，感觉和美院类似，适合拍照。楼下已经很商业了，全是小店，吃的买小物品的店都有。关键就是人有点多。,二厂文创公园,4,2019-10-06,史黛拉拉
0,来过重庆无数次了，确实第一次到二厂文创公园来打卡，他家应该是最近几年重庆渝中区最火的网名打卡地之一了，至从《从你全世界路过》在这里取景拍摄后，这里发展的越来越好，老厂房里面开了好多很文艺的小店和民宿，过来拍照，吃东西，看小哥哥小姐姐的好地方……,二厂文创公园,4,2019-09-27,CD云上
0,二厂是我很喜欢的一个小地方，地方虽小却特别有味道，适合细细品味，别有洞天！二厂里面淘到的电影里的背景图小夕阳懒鱼的时光馆，带我穿越回童年～,二厂文创公园,0,2019-08-14,ajpprincess
0,就是有一个文化气息的工厂公园！里面有涂鸦墙，而且很有艺术感。场景又非常现代，很值得一去，而且拍摄的照片非常有复古感。好极了。,二厂文创公园,4,2019-07-29,天边的海999
0,#从你的全世界路过#  ✏️很喜欢张嘉佳的文章，很喜欢从你的全世界路过～ 很喜欢文艺小清新的街道，更喜欢文艺小清新的非商业区～  点一杯茶在天台吹吹风享受这般岁月静好～  现在上天台收费啦，具体价钱忘记了…送一张茶券折扣卡…,二厂文创公园,5,2019-05-24,dududupiu
0,坑哥，盘山路+陡梯  .2.1公里导航 不能信，燃烧完一天卡路里,二厂文创公园,3,2019-05-23,龙龙伦
0,歌乐山因为出发早，遇到很多当地在此晨练市民，这个公园是免费的，生活在周边的居民爬山锻炼身体。因为雾气太大，登顶后看不到沙坪坝全景有些遗憾，但是置身仙境的感觉很酷，登山之后记得放松拉伸小腿，很累,歌乐山国家森林公园,0,2016-12-05,
0,歌乐山国家森林公园确实是一个好地方，一个锻炼身体的好地方，可以走阶梯满满爬上去，也可以自驾开车上到山顶，还可以坐索道，选择很多种，山上空气好可以慢慢游览，飞云桥挺好的可以在上面晃来晃去，观景台可以看到整个重庆，很漂亮，另外重庆坐标原点是歌乐山最高的地方，呵呵，600多米大家可以爬上去，在这里面玩半天或者一天是挺适合的，门票十元，索道30元，不想爬了可以做索道下山，注意自己带水不然上...,歌乐山国家森林公园,5,2016-10-13,如烟如雾
0,歌乐山国家森林公园确实是一个好地方，一个锻炼身体的好地方，可以走阶梯满满爬上去，也可以自驾开车上到山顶，还可以坐索道，选择很多种，山上空气好可以慢慢游览，飞云桥挺好的可以在上面晃来晃去，观景台可以看到整个重庆，很漂亮，另外重庆坐标原点是歌乐山最高的地方，呵呵，600多米大家可以爬上去，在这里面玩半天或者一天是挺适合的，门票十元，索道30元，不想爬了可以做索道下山，注意自己带水不然上...,歌乐山国家森林公园,0,2016-10-13,
0,本地人去玩的地方，听俊俊安利来的，山上山下全是重庆话路还是有点陡的，特别是我选了山间走道，全是小路，好险哦 风景当然不错啦，自然保护得很好，路上遇到的重庆人也都很热心会指路，还会亲切地叫你帮他们拍照，山顶左右的位置有小店，卖饮料和冰粉凉皮这种，还养了一只波斯猫,歌乐山国家森林公园,5,2016-08-16,georgiana
0,本地人去玩的地方，听俊俊安利来的，山上山下全是重庆话路还是有点陡的，特别是我选了山间走道，全是小路，好险哦风景当然不错啦，自然保护得很好，路上遇到的重庆人也都很热心会指路，还会亲切地叫你帮他们拍照，山顶左右的位置有小店，卖饮料和冰粉凉皮这种，还养了一只波斯猫,歌乐山国家森林公园,0,2016-08-16,
0,炎热——全套保护装备（全盔、骑行服、手套和骑行靴），在太阳下，30°的气温里，让人感觉十分燥热，内衣已经被流出的汗渐渐打湿，加上背着的小包和挂在胸前的照相机包，更加重了人的不适应；急切地发动了摩托车，开始了今天的旅程……风，吹在我的脸上、身上，清凉与舒适，大大减缓了人的不适，不再担心自己会中暑，想着是不是应该换套更清凉的装备，看着其他的骑手穿着很简单，多少觉得自己是不是太夸张。...,歌乐山国家森林公园,0,2016-06-17,故人随风
0,这次摩行是第一次尝试骑行山路，且是在雨天，为以后的318西藏之行做准备（时间已经很紧了……）。另外的一个尝试是带上单反放在胸包里，测试对骑行有什么样的影响。,歌乐山国家森林公园,0,2016-06-17,故人随风
0,歌乐山是重庆辣子鸡的产地，山下很多辣子鸡的餐馆，味道不错。歌乐山森林公园在山顶，门票很便宜，成人10元一张，登山的路也不长，不是很累，很不错的避暑圣地。,歌乐山国家森林公园,5,2016-06-02,118****907
0,歌乐山是重庆辣子鸡的产地，山下很多辣子鸡的餐馆，味道不错。歌乐山森林公园在山顶，门票很便宜，成人10元一张，登山的路也不长，不是很累，很不错的避暑圣地。,歌乐山国家森林公园,0,2016-06-02,
0,锻炼身体的好地方，天然氧吧，夏天还挺凉快，还有山泉水喝，不错不错,歌乐山国家森林公园,5,2016-05-28,安安
0,空气很好 景色秀丽 三桥比较震撼 在景区里面的行程不会太累 值得一游 周围吃饭也颇方便 就是路上的时间太长 回程还遇塌荒 堵塞在路上 所以在路途上要备点干粮和水,武隆天生三桥,0,2018-04-20,去哪儿用户
0,取票方便，景点很有特色…,武隆天生三桥,0,2015-08-23,去哪儿用户
0,景区还是可以，取票方便。,武隆天生三桥,0,2016-02-12,Ting7330
0,强力推荐！！！免去了排队购票烦恼，五一人特别多排队至少需要半小时以上。网上买很方便的，身份证自动取票机就可以拿到票了。主要是因为人多，排队买的票还不能买到坐电梯的票。强力推荐。,武隆天生三桥,0,,去哪儿用户
0,非常令人震撼的自然风光，值得回头再看，让人流连忘返，来重庆一定要来武隆哦,武隆天生三桥,0,2018-06-23,去哪儿用户
0,整个行程很开心，去的路途中我一直在睡觉，就没有听到讲解，后面 就一直在问导游各种问题，导游也很耐心的解答我的问题，他说又给我单独讲解了一遍，哈哈，VIP服务呀！景区里面的高空栈道是我最喜欢的，我走了五遍，哈哈~据说万盛还是重庆和贵州的交界处，所以现在还有点冷，夏天应该会超级舒服,武隆天生三桥,0,2019-05-29,去哪儿用户
0,网上购票很方便，而且应该还有返现金吧！,武隆天生三桥,0,2017-04-19,zd8107
0,地质景观很壮观，整个行程也比较舒心，导游讲解细心,武隆天生三桥,0,2021-03-07,去哪儿用户
0,真是一次非常愉快的旅行，导游小妹特别热情。车辆干净清洁，车速平稳。因为时间关系，期待下次再游。,武隆天生三桥,0,2020-11-30,cwmw2017
0,报的品质团，导游小程很好，介绍的很全面，全程没有购物点，景区风景不错，团餐也还行，就是走路的时间很长，路途很远，一定要穿舒服好走路的鞋子，值得去一趟。,武隆天生三桥,0,2018-04-20,阳小妮
0,龙头寺汽车站有直接去大足的早班车，7点10分发车，建议网上买票，XC，手机APP，35元一人，车上可以补觉，下午四点有返程车，时间绝对够用还富余，返程车提前买，四点班车很抢手，买不到就往后拖了；到大足汽车站出站后，走到汽车站正门，记住正门，你是侧门出站，出站右拐走100米再右拐100米是正门，正门斜对面重庆商业银行那里有205路公交车，可以直接去宝顶山，一人3元，今天时间很富余，你大可不必出站就去...,大足石刻,0,2015-04-28,Asterion
0,大足石刻，自由旅行者的噩梦！大足石刻很难去。先看看我通过性价比计划后的玩法：我和慎哥在重庆汽车站买了私人商务车的车票，一人60元，送到大足的“鸡市桥”，那里有上宝顶山的中巴车，进门后还要坐5分钟电瓶车，才叫做真正进入宝顶山石刻的大门。这是最快去宝顶景点的路线，如果你走常规，就得承受时间和转车的“煎熬”：先买53元的大巴票到大足老客运站，中途2.5小时车程少不了，到了老站要换乘2元的...,大足石刻,0,2016-03-28,达人J
0,核心景区只有区区几百米，收费却需一百多元，有点小贵。核心景区只有区区几百米，收费却需一百多元，有点小贵。核心景区只有区区几百米，收费却需一百多元，有点小贵。,大足石刻,0,2018-04-04,去哪儿用户
0,【大足石刻-宝顶山石刻】大足石刻是重庆大足县境内所有摩崖石刻造像艺术的总称，是集儒、道、佛三教于一体的大型石窟造像群。其中，规模最大、最集中的一处，叫宝顶山石刻。宝顶山石刻共有17尊摩崖造像，其中的千手观音、释迦涅槃圣迹图、六道轮回图都很出名，故事性也很强。【关于讲解】世界文化遗产，人文类景观建议还是花10元，去下载景区的《大足石刻讲解》app，当然最好是请景区内的讲解员妹妹。【其它...,大足石刻,5,2017-04-13,小葱拌豆腐
0,导游小燕热情细致，讲解请楚，超赞！游费实惠，游的风景也多，非常好的一日游。,大足石刻,0,2019-03-09,zcnd7976
0,大足石刻核心景区宝顶山，面积不大，看石刻部分约500米，2个小时左右就可以逛完，当然，一定要请导游讲解，可以一起去拼个150元的，等不急就去下载大足石刻讲解app，自己慢慢逛。,大足石刻,5,2019-08-18,小葱拌豆腐
0,自己下的大足石刻讲解APP，省了点导游讲解的钱！,大足石刻,5,,_WeCh****584093
0,市区内有的北山石刻比宝顶山要小很多，但这里确实大足地区最早开窟造像的地方。从唐代开始这里就雕凿佛像，比宝顶山早了几百年。这里属于典型的洞窟样式，每一窟内是一个完整的故事，其中多数都是佛教经典。这里造像有10000多尊，几乎都是当地官员百姓出资修筑，是当地佛教世俗化的一种体现。要知道，曾经大部分石窟都是皇家修建，大足地区却基本是当地人出钱修建，这里成了本土信仰和佛教信仰的融合之地。晚...,大足石刻,5,2019-11-19,张小中
0,石刻为唐，五代，宋时所凿造，明，清两代亦续有开凿。世界文化遗产，世界八大石窟之一。其中宝顶山摩崖造像规模最大，最精美。代表了世界石窟艺术的最高水平，是人类石窟艺术史上最后的丰碑。,大足石刻,5,2019-10-01,chaojile
0,值得一看的文化遗产，也值得一听，里边的儒释道故事很多，建议还是请官方的讲解员，贵点但内容丰富，或者收费的大足石刻讲解APP，免费的知参考一下吧。,大足石刻,5,2019-04-06,_WeCh****584093
0,幸好报了个一日游，不用自己转车买票订讲解服务，大足石刻这种景点必须听讲解才有意思，这次一日游小唐导游全程都安排得很到位，讲解声音温柔，好评！,大足石刻,0,2019-01-18,sagehuq
0,都是我国的历史文化，对于孩子来说真的有很大的教育。,大足石刻,0,2019-01-27,去哪儿用户
0,壮观，精美，游客很少，晚上凉快,大足石刻,0,2020-08-25,ijik1396
0,很方便，直接在宝顶山入口凭辅助码就进去了，北山也是，可惜没有给我们换纸质票当作留念,大足石刻,0,2016-04-20,去哪儿用户
0,世界文化遗产。重庆旅游大多以红色旅游为主，而这里是典型的人文加自然风光的代表，必须要来。不能自己参观，找一个解说是必须的，否则只能看热闹，那就没啥意思了。,大足石刻,0,,去哪儿用户
0,早上从重庆九龙坡区出发，大概1-2个小时自驾到大足石刻景区。重庆市民半价，没有带身份证也可以帮忙用电子身份证买票入园。导游可工作人员态度非常好，很热情。庆幸花150元找了讲解，否则里面的大佛很难理解背后的故事和精妙。一定要找讲解，一定要找。看完以后出来经过一个北宋街，有一家网红打卡点，有土豆块，土豆片，豆皮。很好吃，可以买点土豆片。买的连票，下午去的北山，很明显人少了很多。,大足石刻,4,,esqa3504
0,虽然只便宜了2元，但省去了去游客中心排队的时间，身份证在入口处一刷就OK了，靠谱！,大足石刻,0,,去哪儿用户
0,景点大门新修的，很大很漂亮。千手观音很壮观。石刻很有特点，保护和保存也较完整。建议请一位讲解，很专业也很系统，物有所值。,大足石刻,0,,kurc6182
0,这次和爱人一起来重庆旅游，大足石刻游的非常开心，导游小袁一路的讲解非常专业，我是很认真很认真的在听在学习，天气较热她跟司机说早早的就把空调开好，我们上车了就不会感到热，从这件事情可以看出小袁的细心和对我们大家的照顾，为小袁点赞！重庆是个值得再来一次的城市！好风景好导游很棒！,大足石刻,0,2019-06-05,mbfz3645
0,还不错，比较方便，免得排队买票，免去不少麻烦，特别是又老人和孩子,大足石刻,0,2018-02-20,vnwj9640
0,一个人的重庆之旅，重庆动物园挺大的，里面动物非常多，熊猫都很多只，鸟类，鱼类，兽类等等应有尽有，来这里交通也很方便，地铁二号线就在园口，你又必要来转转,重庆动物园,5,2019-01-17,songwei789
0,还是挺实用的，小孩儿喜欢，听得很认真！,重庆动物园,0,2018-12-27,去哪儿用户
0,今年3月份女儿生日去了重庆动物园，门票30！女儿一直对动物园感兴趣，只要她开心，我就开心！带她去她喜欢的地方！大手牵小手，我俩一起走！,重庆动物园,5,2018-10-03,M26****8973
0,值得一去，以后回重庆再打卡。熊猫打架好搞笑,重庆动物园,4,2018-09-18,小路迷
0,动物很多、环境不错。值得一看。,重庆动物园,5,2018-08-29,M28****5111
0,适合带孩子去，建议大家自带食物，里面的商家黑心，卖的贵还不让说，凶得很。,重庆动物园,0,2018-07-26,
0,适合带孩子去，建议大家自带食物，里面的商家黑心，卖的贵还不让说，凶得很。,重庆动物园,4,2018-07-26,summer
0,值得去的地方   坐地铁直达  重庆最好的就是很多景点坐地铁都能到~感觉走在街上问路全是游客啊！！哈哈哈但是本地人超热情的,重庆动物园,0,2018-07-02,
0,值得去的地方   坐地铁直达  重庆最好的就是很多景点坐地铁都能到~感觉走在街上问路全是游客啊！！哈哈哈但是本地人超热情的,重庆动物园,4,2018-07-02,啊啦啦0577
0,重庆动物园面积挺大的，进门就是熊猫馆，大大小小的熊猫憨态可掬，熊猫馆的旁边是恐龙世界，各种恐龙的仿真模型，有些还能动，也能发出吼叫声。再往上行就是长颈鹿馆和大象馆，斑马，矮马。从这里下去就是河马馆，整个动物园的地形我真是太熟悉了。最喜欢松鼠猴，迷你可爱，看上去非常聪明。,重庆动物园,0,2018-07-02,去哪儿用户
0,夏天可以去里面风景挺好的冬天就没什么看的,海石公园,3,,_CFT01****8457334
0,挺 好的一个地方，我们 在这里 玩了一天,海石公园,5,,当地向导重庆辣妹子瑄…
0,不是特别好玩，虽然门票也才15，不推荐这个景点。,海石公园,4,,美丽的黄昏
0,我们学校初三冬游就是这，要价165，无奈╮（╯＿╰）╭。还是交了钱，虽说是自愿的，但是这样真的好吗（借着同学感情赚黑心钱）反正咱是不要这样的钱，这还是学生呢,海石公园,1,,_CFT01****5403907
0,喀什地貌的代表，学地理的人一定很熟悉，这种地貌在西南地区很常见了，公园挺漂亮的，没有白来。,海石公园,4,,M1105323459
0,海石公园很不错。喜欢运动的朋友可以到这里来，,海石公园,5,,lijianrong
0,大自然运作的结果，让这个地方呈现出一种神秘感，有很多奇特的岩石，真的开了眼界,海石公园,4,,锦瑟无端少一弦
0,"这个以岩溶地貌为主的公园蕴藏着许多地球的奥秘。这里保存着2亿多年前的三叠纪时期的地貌，公园内积沉了大量远古时代的奇特岩石。 也有意思,挺喜欢的 海石公园整体感觉还行。",海石公园,4,,fie****ng
